,Mark,Model,Year,Type,Distance,Engine_capacity_cm3,Fuel_type,Transmission,Price(euro)
19347,Fiat,Doblo Cargo,2002,Minivan,250000,1900,Diesel,1,1900
19350,Volkswagen,Golf,1993,Hatchback,0,1900,Diesel,1,1900
19351,Honda,CR-V,2003,Minivan,425300,2000,Petrol,1,8000
19352,Vaz,2121niva,1998,SUV,0,1600,Petrol,1,3000
19353,Renault,Megane,2017,Universal,84800,1498,Diesel,1,11900
19354,Ford,Focus,2015,Hatchback,161000,1500,Diesel,1,7800
19355,Toyota,Corolla,2008,Sedan,280000,1400,Diesel,1,6400
19356,Opel,Vectra,1995,Sedan,385000,1800,Metan/Propan,1,2100
19357,Mercedes,Viano,2010,Minivan,210000,2200,Diesel,2,11500
19358,Ford,Mondeo,2009,Hatchback,169000,2000,Diesel,2,7800
19360,Volkswagen,Golf,2005,Universal,321000,1900,Diesel,1,2250
19361,Hyundai,Sonata,2015,Sedan,40000,2000,Metan/Propan,2,9900
19362,Volkswagen,Caddy,2005,Minivan,225688,1400,Petrol,1,4500
19363,Mercedes,B Class,2009,Minivan,165,1500,Petrol,2,7299
19365,Lexus,IS Series,2013,Sedan,168000,2500,Hybrid,2,18000
19366,BMW,5 Series,2009,Sedan,270000,2000,Diesel,2,11700
19367,Ford,Fusion,2019,Sedan,50000,2000,Hybrid,2,15199
19368,Toyota,Urban Cruiser,2009,Crossover,132000,1400,Diesel,1,7000
19369,Volvo,XC60,2009,Crossover,268000,2400,Diesel,2,12500
19370,Renault,Espace,2005,Minivan,24000,2000,Metan/Propan,1,4850
19371,Lexus,IS Series,2007,Sedan,245100,2200,Diesel,1,3200
19372,Volkswagen,Passat,2017,Sedan,128000,1800,Petrol,2,9500
19373,Opel,Astra,2007,Universal,120000,1300,Diesel,1,4200
19374,Renault,Megane,2018,Universal,150000,1461,Diesel,1,9999
19376,Ford,Fusion,2014,Sedan,140000,1500,Petrol,2,10200
19377,Renault,Grand Scenic,2010,Universal,177000,1461,Diesel,2,5999
19378,Hyundai,H200,2000,Minivan,325316,2500,Diesel,1,2500
19379,Opel,Astra,2013,Universal,186000,1300,Diesel,1,6900
19380,Skoda,Octavia,2013,Universal,200000,1200,Petrol,1,7350
19383,Skoda,Superb,2016,Sedan,151370,1400,Petrol,1,13500
19384,Citroen,Xsara Picasso,2000,Minivan,1111,1800,Petrol,1,1400
19385,Volkswagen,Tiguan,2011,SUV,179000,1400,Petrol,1,10200
19387,BMW,5 Series,2011,Sedan,255000,1995,Diesel,2,15999
19388,Honda,Civic,2006,Sedan,192000,1300,Hybrid,2,5500
19389,Citroen,Jumpy,2000,Minivan,250000,2000,Diesel,1,1850
19391,Skoda,Fabia,2011,Hatchback,77600,1400,Petrol,2,6990
19392,Opel,Astra,2012,Universal,235000,1300,Diesel,1,7000
19393,Volkswagen,Vento,1995,Sedan,111111,1800,Metan/Propan,1,1250
19396,Ford,Transit Connect,2011,Combi,240000,1800,Diesel,1,4800
19397,Volkswagen,Golf,2015,Universal,98000,2000,Diesel,1,14000
19398,Mitsubishi,Pajero Sport,2006,SUV,162000,2500,Diesel,1,8700
19399,Audi,Allroad,2003,Minivan,260000,2500,Diesel,1,1700
19400,Renault,Kangoo,2014,Minivan,209000,1500,Diesel,1,4350
19401,Ford,Focus,2005,Sedan,98000,1600,Petrol,2,4750
19402,Volkswagen,Passat,2015,Sedan,151555,1800,Petrol,2,8550
19403,Honda,Jazz,2004,Hatchback,200000,1400,Metan/Propan,1,3350
19405,Skoda,Roomster,2009,Hatchback,200000,1500,Diesel,1,4650
19406,Volkswagen,Passat,2013,Sedan,190085,1400,Metan/Propan,2,9300
19407,Volkswagen,Passat,2013,Sedan,190083,1390,Metan/Propan,2,9350
19408,Rover,45,2001,Hatchback,1,1400,Petrol,1,1700
19409,Chevrolet,Epica,2007,Sedan,248578,2000,Diesel,1,3700
19410,Nissan,Tiida,2009,Sedan,160000,1600,Petrol,2,5222
19411,BMW,5 Series,1995,Universal,11,1800,Petrol,1,3000
19412,Dacia,Duster,2013,Crossover,100000,1500,Diesel,1,7399
19413,Nissan,Qashqai,2010,Crossover,112000,1600,Petrol,1,7800
19414,Renault,Megane,2013,Hatchback,178632,1500,Diesel,1,5900
19415,Dacia,Logan,2008,Sedan,123456,1500,Diesel,1,1800
19416,Volkswagen,Passat,2000,Universal,123456,1900,Diesel,1,2000
19417,Renault,Megane,2017,Universal,130000,1500,Diesel,1,9100
19418,Opel,Astra,2009,Universal,250000,1300,Diesel,1,5100
19420,BMW,3 Series,2000,Sedan,260000,2000,Diesel,1,1550
19421,Honda,Accord,2006,Universal,248000,1998,Petrol,2,6400
19422,Honda,Accord,1994,Sedan,260000,1998,Petrol,1,2500
19423,BMW,3 Series,2007,Coupe,168000,2500,Petrol,2,9000
19424,Opel,Frontera,2002,SUV,300000,2149,Diesel,1,3800
19425,Chevrolet,Captiva,2016,Crossover,120000,2234,Diesel,2,14500
19426,Volkswagen,Passat,1995,Universal,111111,1900,Diesel,1,777
19428,Audi,A4,2002,Universal,265000,2000,Petrol,1,1950
19429,Volkswagen,Polo,2005,Hatchback,136000,1400,Petrol,1,2550
19430,Renault,Espace,1994,Minivan,190000,2000,Petrol,1,1200
19433,Lifan,Breez,2008,Sedan,37000,1300,Petrol,1,1399
19434,Mercedes,C Class,2001,Sedan,320000,2000,Petrol,1,4200
19435,Mercedes,E Class,2013,Sedan,170000,2200,Diesel,2,21500
19437,Skoda,Octavia,2015,Universal,154000,2000,Diesel,2,14200
19439,Audi,Q5,2013,Crossover,167777,1998,Hybrid,2,17444
19440,Toyota,Altele,1995,Sedan,192000,1495,Petrol,1,2500
19442,Renault,Kangoo,1999,Minivan,180000,1400,Petrol,1,1400
19444,Audi,A4,1999,Universal,285,1800,Metan/Propan,1,2950
19445,Volkswagen,Amarok,2013,Pickup,282000,2000,Diesel,1,16000
19446,Vaz,2106,1991,Sedan,152387,1600,Petrol,1,10500
19447,Opel,Astra,1996,Universal,1,1600,Petrol,1,1300
19448,Audi,A6,2015,Sedan,180000,2000,Diesel,2,20700
19449,Skoda,Octavia,2015,Universal,155000,1999,Diesel,2,13999
19451,Mercedes,E Class,2005,Sedan,410000,1800,Metan/Propan,2,6600
19452,Volkswagen,Transporter,1998,Minivan,389927,1900,Diesel,1,2100
19454,Honda,Accord,2014,Sedan,120000,2000,Hybrid,2,11099
19455,Mercedes,C Class,2008,Sedan,1,1800,Petrol,2,9000
19456,Peugeot,607,2003,Sedan,288350,2200,Diesel,2,4000
19457,Toyota,Land Cruiser Prado,2006,Minivan,189200,2700,Metan/Propan,2,14800
19458,Toyota,Verso-S,2011,Universal,130,1400,Diesel,2,2850
19459,Mercedes,E Class,2008,Sedan,214000,1800,Metan/Propan,2,9900
19460,Skoda,Octavia,2009,Universal,201000,1400,Petrol,2,5499
19461,Opel,Astra,1995,Universal,327000,1799,Petrol,1,1150
19462,Mercedes,E Class,2017,Sedan,268000,2000,Diesel,2,23500
19465,Opel,Corsa,2006,Hatchback,400000,1300,Diesel,1,3000
19466,Skoda,Superb,2016,Sedan,144500,1968,Diesel,2,18999
19467,BMW,5 Series,1997,Sedan,312000,2500,Diesel,1,1700
19468,Volvo,V70,2010,Universal,150000,2400,Diesel,2,5600
19469,Vaz,2111,2001,Universal,290,1500,Petrol,1,12500
19470,Volkswagen,Polo,2011,Hatchback,170000,1200,Diesel,1,5500
19471,Renault,Grand Scenic,2010,Universal,198000,1500,Diesel,1,6200
19472,Hyundai,i20,2013,Hatchback,141000,1400,Petrol,1,6200
19473,Renault,Grand Scenic,2012,Universal,197000,1500,Diesel,1,7800
19474,Mercedes,E Class,2014,Universal,194,2143,Diesel,2,14300
19475,Mitsubishi,Galant,1993,Sedan,370000,1997,Petrol,1,1550
19476,Skoda,Rapid,2016,Hatchback,0,1422,Diesel,1,7300
19477,Mercedes,E Class,2014,Sedan,146000,2200,Diesel,2,19100
19478,Mercedes,E Class,2008,Sedan,260000,2199,Diesel,2,8500
19480,KIA,Sportage,2004,Crossover,239785,1998,Diesel,1,6200
19481,Mercedes,190,1989,Sedan,256200,2000,Petrol,1,4600
19483,Volkswagen,Vento,1993,Sedan,270652,1800,Metan/Propan,1,1550
19485,Renault,Kadjar,2015,SUV,105000,1500,Diesel,1,12650
19486,KIA,Rio,2008,Hatchback,100050,1400,Petrol,1,4200
19487,Peugeot,407,2005,Sedan,250000,2000,Diesel,2,1500
19489,Honda,Civic,2006,Sedan,220000,1800,Metan/Propan,2,4499
19490,Volkswagen,Polo,2002,Universal,230000,1900,Diesel,1,2400
19491,Hyundai,Tucson,2009,SUV,1,2000,Metan/Propan,1,6000
19492,Dacia,Logan,2008,Universal,1,1400,Metan/Propan,1,2800
19493,Hyundai,Accent,2017,Sedan,45000,1400,Petrol,1,8500
19494,Renault,Grand Scenic,2012,Universal,215000,1500,Diesel,2,7400
19495,Toyota,Camry,2013,Sedan,110800,2500,Hybrid,2,11200
19496,Renault,Megane,2008,Sedan,156321,1500,Diesel,1,3000
19497,Honda,Civic,2005,Sedan,275000,1700,Diesel,1,4200
19500,Subaru,Forester,2009,SUV,100,2000,Diesel,1,3200
19501,Mercedes,E Class,1996,Sedan,250000,2000,Petrol,1,2999
19502,BMW,5 Series,2014,Sedan,205000,2000,Diesel,2,21000
19503,Toyota,Avensis,2007,Universal,300000,2000,Diesel,1,3200
19504,Suzuki,Wagon R+,2002,Hatchback,250000,1300,Petrol,1,2500
19505,Dacia,Duster,2012,SUV,147489,1500,Diesel,1,7900
19506,Toyota,Auris,2014,Sedan,148000,1800,Hybrid,2,10899
19507,Subaru,Legacy,2008,Sedan,150000,2000,Metan/Propan,1,4000
19508,Ford,Kuga,2017,Crossover,108000,1500,Diesel,2,15990
19509,Seat,Alhambra,2007,Minivan,187000,1900,Diesel,1,4400
19510,Honda,Civic,2009,Sedan,187000,1500,Petrol,2,4000
19511,Skoda,Fabia,2006,Universal,203361,1422,Diesel,1,3250
19512,Volkswagen,Passat CC,2010,Sedan,131000,1999,Petrol,2,8999
19513,Mazda,323,2001,Hatchback,364000,1600,Petrol,1,1850
19514,Hyundai,Santa FE,2016,SUV,105000,2200,Diesel,2,22200
19515,Chrysler,Stratus,1999,Sedan,250,2499,Petrol,2,1800
19516,Rover,400 Series,1999,Sedan,314208,1600,Petrol,1,1100
19517,Ford,EcoSport,2019,Crossover,12000,1000,Petrol,1,13800
19518,Vaz,2111,2004,Universal,153287,1500,Metan/Propan,1,1200
19519,Land Rover,Freelander,2007,SUV,207500,2179,Diesel,2,10490
19520,Hyundai,Santa FE,2011,Crossover,179100,2200,Diesel,2,13850
19521,Audi,A6,1998,Sedan,327804,2500,Diesel,1,3800
19522,Mercedes,E Class,2015,Sedan,180000,2200,Diesel,2,12900
19523,Honda,CR-V,2010,Crossover,90000,2000,Metan/Propan,2,9000
19524,Opel,Vectra,2000,Universal,30000,1600,Petrol,1,2200
19525,Acura,TSX,2009,Sedan,152000,2397,Petrol,1,10000
19526,Renault,Kangoo,2005,Minivan,150,1900,Diesel,1,2700
19527,Honda,Civic,2009,Sedan,229000,1400,Petrol,2,6250
19528,Opel,Astra,2010,Universal,186000,1300,Diesel,1,4850
19530,Toyota,Auris,2012,Hatchback,167000,1400,Diesel,1,7200
19531,Renault,Kangoo,2005,Combi,150,1900,Diesel,1,2700
19532,Volkswagen,Caddy,2014,Pickup,158000,2000,Metan/Propan,1,7500
19533,BMW,1 Series,2016,Hatchback,138000,1600,Diesel,1,10800
19534,Volvo,V40,2015,Hatchback,110000,2000,Diesel,2,16499
19535,Vaz,2110,2003,Sedan,100000,1600,Metan/Propan,1,799
19536,Dacia,Logan,2021,Sedan,3900,1000,Petrol,1,8400
19537,Renault,Grand Scenic,2009,Minivan,33333,1500,Diesel,1,5500
19539,Toyota,Auris,2008,Hatchback,250000,1461,Diesel,1,6000
19541,Peugeot,807,2004,Minivan,27000,2000,Metan/Propan,1,2900
19542,Lancia,Ypsilon,1997,Hatchback,202000,1100,Petrol,1,1500
19545,Lexus,CT Series,2011,Hatchback,220000,1800,Hybrid,2,9800
19546,Honda,Jazz,2011,Hatchback,168000,1400,Hybrid,2,7500
19547,Skoda,Octavia,2013,Universal,68000,1400,Petrol,1,9000
19548,Mazda,626,1998,Sedan,300000,1800,Metan/Propan,1,750
19549,Volkswagen,Passat,1991,Sedan,333,1800,Metan/Propan,1,22000
19550,Renault,Grand Scenic,2010,Minivan,185000,1500,Diesel,1,5200
19551,Dacia,Logan,2011,Microvan,168000,1500,Diesel,1,5700
19552,Audi,A4,2014,Sedan,91000,2000,Petrol,2,12500
19553,Renault,Scenic,2009,Minivan,230000,1500,Diesel,1,4200
19556,Opel,Meriva,2005,Microvan,260000,1300,Diesel,1,3500
19557,Hyundai,Accent,2005,Hatchback,156000,1600,Petrol,1,750
19558,KIA,Sportage,2017,SUV,118000,2000,Diesel,2,17650
19560,Suzuki,Swift,2008,Hatchback,180000,1300,Petrol,1,1240
19561,Renault,Kadjar,2017,Crossover,150000,1500,Diesel,2,12200
19562,BMW,X3,2011,Crossover,226000,2000,Diesel,2,15900
19563,Toyota,Prius Prime,2018,Minivan,39800,1800,Plug-in Hybrid,2,14499
19565,Toyota,Auris,2010,Hatchback,183000,1389,Diesel,1,6500
19566,Vaz,2105,1993,Sedan,89656,1500,Petrol,1,8500
19567,Peugeot,4007,2007,Crossover,216000,2200,Diesel,1,8200
19568,Renault,Scenic,2013,Minivan,198000,1500,Diesel,1,6999
19569,KIA,Cerato,2006,Sedan,160000,1600,Petrol,1,1260
19570,Opel,Vectra,1994,Hatchback,156052,1800,Petrol,1,800
19572,BMW,3 Series,1993,Universal,1111,1600,Petrol,1,1000
19573,Audi,A4,2000,Sedan,25000,1900,Diesel,2,1700
19574,Mazda,CX-5,2015,Crossover,144510,2198,Diesel,2,15200
19576,Vaz,2115,2010,Sedan,11111,1600,Petrol,1,2350
19578,Mercedes,Viano,2006,Microvan,0,2200,Diesel,1,7000
19579,Nissan,Almera,1996,Hatchback,260000,1400,Petrol,1,1850
19580,Audi,A4,2002,Sedan,265000,2000,Petrol,1,4699
19581,Hyundai,Tucson,2012,SUV,147000,2000,Petrol,2,9900
19582,Infiniti,Q Series,2016,Sedan,51000,2000,Petrol,2,17800
19583,Alfa Romeo,156,2004,Sedan,176000,1900,Diesel,1,1600
19585,Peugeot,301,2020,Sedan,0,1199,Petrol,1,8990
19586,Audi,A4,1995,Sedan,412000,1800,Petrol,1,2500
19587,Toyota,Camry,2012,Sedan,190000,2500,Petrol,2,12800
19588,Skoda,Fabia,2011,Universal,215000,1200,Diesel,1,4600
19589,Renault,Grand Scenic,2017,Minivan,148500,1500,Diesel,2,14500
19590,Renault,Scenic,2014,Minivan,175000,1500,Diesel,1,6900
19591,Dacia,Dokker VAN,2017,Minivan,55000,1461,Diesel,1,7600
19593,Dacia,Dokker VAN,2018,Universal,45000,1200,Petrol,1,7250
19594,Vaz,2109,1991,Sedan,1350,1300,Petrol,1,15000
19595,Vaz,2111,2007,Universal,185000,1600,Petrol,1,1400
19596,Toyota,Prius,2015,Hatchback,101727,1800,Hybrid,2,7800
19598,Skoda,Octavia,2009,Universal,290000,1400,Petrol,1,4800
19599,Opel,Astra,2015,Universal,212000,1300,Diesel,1,7200
19600,Toyota,Auris,2013,Universal,195000,1364,Diesel,1,8500
19601,Mercedes,B Class,2010,Minivan,130000,1500,Petrol,2,6950
19602,Toyota,Corolla,2007,Hatchback,300000,1400,Diesel,1,5000
19603,BMW,5 Series,2002,Universal,388,2000,Diesel,1,3200
19604,Volkswagen,Caddy,1998,Minivan,260000,1900,Diesel,1,2800
19605,Audi,A3,2008,Hatchback,190000,1900,Diesel,1,5500
19606,BMW,X3,2005,Crossover,170000,2000,Diesel,1,6500
19608,Opel,Astra,2005,Universal,187000,1400,Petrol,1,2500
19609,Volkswagen,Passat,1996,Universal,400000,1900,Diesel,1,2500
19610,Skoda,Octavia,2012,Sedan,120000,1400,Petrol,1,5500
19611,Mercedes,C Class,2016,Sedan,60040,2000,Hybrid,2,13500
19612,Mercedes,E Class,2007,Sedan,190000,2200,Diesel,2,6299
19613,Volkswagen,Caddy,2015,Universal,163000,1600,Diesel,1,6299
19615,Volkswagen,Golf,2004,Hatchback,163000,1600,Metan/Propan,1,2999
19617,Nissan,Navara,2009,Pickup,123000,2500,Diesel,1,6999
19618,Toyota,Rav 4,2012,Crossover,123000,2200,Diesel,1,7899
19623,Volkswagen,Touareg,2008,SUV,190000,2500,Diesel,2,6799
19625,Ford,Mondeo,2001,Universal,355000,2000,Diesel,1,2100
19626,Toyota,Avensis,2010,Sedan,106000,1798,Petrol,1,8900
19627,Daewoo,Lanos,2001,Hatchback,195000,1500,Petrol,1,700
19628,Toyota,Avensis,2010,Sedan,104000,1798,Petrol,1,8900
19629,Honda,Accord,2015,Sedan,0,2000,Hybrid,2,5999
19630,Honda,Civic,1998,Hatchback,111222,1500,Petrol,1,2000
19631,BMW,5 Series,2018,Sedan,120000,2000,Diesel,2,23000
19632,Nissan,Qashqai,2015,Crossover,80000,1500,Diesel,1,8700
19634,Volkswagen,Transporter,2006,Microvan,220000,1900,Diesel,1,6600
19635,Toyota,Corolla,2015,Sedan,75000,1400,Diesel,1,9700
19636,Opel,Vectra,1989,Sedan,180000,1800,Petrol,1,1250
19637,Skoda,Fabia,2013,Hatchback,140000,1200,Metan/Propan,1,4250
19638,Toyota,Celica,2004,Coupe,62000,1800,Metan/Propan,2,6300
19639,Dacia,Logan Mcv,2015,Universal,400000,1200,Metan/Propan,1,3600
19640,Renault,Kangoo,2003,Universal,173823,1500,Diesel,1,3200
19641,Lexus,CT Series,2017,Hatchback,45324,1800,Hybrid,2,10200
19642,Seat,Leon,2016,Universal,126000,1598,Diesel,2,11900
19643,Opel,Ampera,2012,Hatchback,111115,1400,Plug-in Hybrid,2,12500
19645,Skoda,Octavia,2016,Hatchback,189000,1600,Diesel,2,13999
19646,BMW,5 Series,1994,Sedan,280000,2000,Petrol,1,2199
19647,Hyundai,Santa FE,2014,Crossover,190000,2200,Diesel,2,17900
19648,Toyota,Passo,2014,Hatchback,89000,1000,Petrol,2,4290
19650,Renault,Scenic,2015,Universal,162000,1500,Diesel,1,8490
19651,Nissan,Qashqai,2019,SUV,17500,1600,Diesel,2,24490
19652,Renault,Scenic,2016,Universal,117000,1500,Diesel,1,8500
19653,Renault,Megane,2015,Universal,200000,1500,Diesel,1,8900
19655,Opel,Corsa,1996,Hatchback,300000,1200,Petrol,1,500
19656,Dacia,Logan Mcv,2006,Universal,0,1600,Metan/Propan,1,3200
19658,Volkswagen,Passat,2000,Universal,360000,2500,Diesel,2,3600
19659,Audi,80,1990,Sedan,1,1800,Petrol,1,1200
19660,Volkswagen,Golf,2003,Sedan,111111,1400,Petrol,1,2950
19661,Ford,Fiesta,2007,Hatchback,181123,1400,Petrol,1,2750
19662,Renault,Megane,2005,Universal,205021,1500,Diesel,1,5200
19664,Fiat,Punto,2007,Hatchback,176000,1364,Petrol,2,3200
19665,Skoda,Fabia,2010,Universal,190,1250,Diesel,1,5400
19667,Volkswagen,Vento,1993,Sedan,20008,2000,Metan/Propan,1,950
19668,Mercedes,C Class,2003,Sedan,255000,2200,Diesel,1,5450
19669,Skoda,Superb,2015,Sedan,150000,1600,Diesel,2,16400
19670,Hyundai,Tucson,2006,Crossover,260000,2000,Metan/Propan,1,6200
19671,Skoda,Octavia,2010,Sedan,190111,1400,Petrol,1,6499
19672,Chevrolet,Trax,2018,Crossover,67000,1400,Petrol,2,11000
19673,GAZ,3110,1999,Sedan,222222,2400,Metan/Propan,1,20000
19674,Mercedes,C Class,2013,Sedan,89218,1800,Petrol,2,13500
19675,Renault,Grand Scenic,2012,Microvan,194000,1500,Diesel,1,7500
19676,Dacia,Sandero,2013,Hatchback,158000,1200,Metan/Propan,1,6500
19677,BMW,3 Series,2004,Sedan,290000,1800,Metan/Propan,1,4300
19679,Mercedes,M Class,2002,Crossover,259000,2700,Diesel,1,12500
19680,Mercedes,C Class,1996,Sedan,340600,2200,Diesel,1,2900
19681,Audi,Q5,2011,Crossover,140000,2000,Petrol,2,13000
19682,Opel,Astra,1995,Minivan,318000,1700,Diesel,1,899
19683,Renault,Clio Symbol,2010,Sedan,141000,1200,Petrol,1,4300
19685,Opel,Insignia,2011,Sedan,100009,1800,Petrol,1,8300
19686,Skoda,Octavia,2002,Hatchback,250000,1900,Diesel,1,1250
19688,Audi,A6,2001,Sedan,260000,1900,Diesel,1,5200
19689,Audi,A6,1994,Sedan,400000,1984,Metan/Propan,1,2700
19690,Honda,Insight,2009,Hatchback,263000,1300,Hybrid,2,5700
19691,Mazda,Xedos,1994,Sedan,265000,2000,Petrol,1,1350
19692,Toyota,Prius,2009,Hatchback,313000,1800,Metan/Propan,2,7500
19693,Volkswagen,Passat,2009,Universal,250000,1400,Metan/Propan,1,6500
19694,BMW,5 Series,2001,Sedan,350,2500,Diesel,1,7300
19695,Hyundai,Tucson,2016,SUV,45000,2000,Diesel,2,9999
19696,Opel,Astra,2009,Universal,123000,1300,Diesel,1,3900
19697,Volkswagen,Tiguan,2015,Crossover,123000,2000,Diesel,2,9999
19698,Mitsubishi,Lancer,2009,Sedan,163000,2000,Metan/Propan,2,4299
19701,Volkswagen,Touran,2004,Minivan,410000,2000,Diesel,1,4800
19702,Mazda,RX-8,2004,Hatchback,75000,1300,Petrol,1,5000
19703,Nissan,Qashqai,2009,Crossover,147000,1500,Diesel,1,8290
19705,Audi,A6,2001,Sedan,18000,2500,Diesel,2,2250
19708,Nissan,Qashqai,2008,SUV,177600,1500,Diesel,1,7590
19709,Nissan,Primera,1993,Sedan,200000,1600,Metan/Propan,1,750
19710,Renault,Grand Scenic,2014,Minivan,172000,1500,Diesel,1,8600
19711,BMW,5 Series,2000,Universal,337000,2000,Diesel,1,5900
19712,Opel,Vectra,1998,Sedan,250000,1600,Petrol,1,1200
19713,Mercedes,Vito,2001,Minivan,380000,2000,Diesel,1,1100
19715,Volkswagen,Tiguan,2017,SUV,93000,2000,Petrol,2,14700
19717,Volkswagen,Tiguan,2017,Crossover,93000,2000,Petrol,2,14700
19720,Vaz,2114,2008,Hatchback,223000,1600,Petrol,1,1950
19721,Volkswagen,Golf,2011,Hatchback,173213,1400,Petrol,1,7600
19722,Toyota,Avensis,2005,Universal,212000,1800,Metan/Propan,1,5299
19724,Toyota,Auris,2011,Hatchback,199000,1400,Diesel,1,7800
19725,Lada,Niva,2006,SUV,77000,1700,Metan/Propan,1,4099
19726,Hyundai,i20,2011,Hatchback,190000,1240,Metan/Propan,1,4500
19727,Mercedes,Vito,2006,Minivan,398452,2200,Diesel,1,7500
19728,Toyota,Verso,2013,Minivan,170000,1800,Petrol,2,11500
19730,Skoda,Octavia,2009,Hatchback,221000,1400,Petrol,1,4990
19731,Nissan,Primera,2002,Hatchback,217000,1800,Metan/Propan,1,2650
19732,Mazda,3,2003,Sedan,123456,2000,Metan/Propan,1,1000
19733,BMW,5 Series,2003,Sedan,280000,2500,Diesel,2,2600
19734,Volvo,XC60,2012,Crossover,200000,2400,Diesel,2,17500
19735,Mercedes,B Class,2016,Microvan,171,1500,Diesel,1,10999
19736,Volkswagen,Golf,1990,Hatchback,290000,1600,Diesel,1,6000
19737,Toyota,Auris,2011,Universal,190000,2231,Diesel,1,9999
19738,Mercedes,E Class,2001,Sedan,350000,2198,Diesel,1,4300
19739,Mercedes,C Class,2007,Sedan,253000,1800,Metan/Propan,2,8899
19743,Skoda,Octavia,2017,Hatchback,146000,1600,Diesel,2,13999
19744,Renault,Megane,1998,Sedan,222000,1600,Petrol,2,1300
19745,Vaz,2106,1991,Sedan,111111,1500,Petrol,1,3600
19747,Vaz,2103,1991,Sedan,90000,1300,Petrol,1,3600
19748,Audi,80,1992,Sedan,350000,1984,Metan/Propan,1,2300
19749,Nissan,Micra,1996,Coupe,250000,998,Petrol,1,999
19750,Renault,Talisman,2016,Sedan,149000,1497,Diesel,1,13200
19751,Nissan,Almera,2003,Hatchback,305943,1500,Diesel,1,3500
19752,Skoda,Superb,2010,Sedan,163000,1800,Petrol,2,7999
19753,Toyota,Auris,2016,Universal,204000,1400,Diesel,1,9150
19754,Mercedes,GLA,2015,Crossover,45000,2000,Petrol,2,18600
19756,Nissan,Qashqai,2009,SUV,147000,1500,Diesel,1,8290
19758,Volkswagen,Touran,2009,Universal,156000,1400,Petrol,1,6699
19759,Toyota,Prius,2018,Hatchback,150000,1800,Hybrid,2,14450
19760,Honda,Jazz,2006,Hatchback,16000,1400,Petrol,1,3500
19761,KIA,Ceed,2013,Hatchback,141265,1400,Diesel,1,6999
19762,Toyota,C-HR,2018,Hatchback,167000,1800,Hybrid,2,18350
19763,Mercedes,E Class,2006,Sedan,380,2200,Diesel,2,6520
19764,Renault,Megane,2013,Universal,187000,1500,Diesel,1,5750
19765,Mercedes,C Class,2002,Sedan,229523,2000,Petrol,2,4750
19767,Chevrolet,Lacetti,2007,Hatchback,211000,1400,Petrol,1,2400
19768,Ford,Fusion,2013,Sedan,151000,1500,Petrol,2,8300
19769,Mercedes,E Class,2011,Universal,262,2145,Diesel,2,13500
19770,Hyundai,Elantra,2019,Sedan,9200,1600,Petrol,2,13500
19772,Hyundai,Tucson,2018,Crossover,30999,1500,Petrol,2,22900
19773,Renault,Grand Scenic,2013,Minivan,217,1500,Diesel,2,7999
19774,BMW,4 series,2016,Sedan,210,2000,Diesel,2,19399
19775,Opel,Vivaro,2010,Minivan,216000,2000,Diesel,1,6000
19777,Ford,Kuga,2017,Crossover,180000,1500,Diesel,2,14200
19778,Volkswagen,Passat,2000,Universal,320000,1900,Diesel,2,5000
19779,Dacia,Duster,2015,Crossover,171000,1500,Diesel,1,9400
19784,Nissan,Qashqai,2010,Crossover,230000,1500,Diesel,1,7800
19788,Honda,Insight,2018,Sedan,26198,1500,Hybrid,2,13800
19791,Renault,Megane,2014,Universal,140000,1500,Diesel,2,7500
19792,Toyota,Prius,2013,Hatchback,131769,1800,Hybrid,2,6800
19793,Honda,Jazz,2005,Hatchback,190,1300,Petrol,2,4250
19794,Opel,Combo,2011,Minivan,122000,1600,Metan/Propan,1,3500
19795,KIA,Altele,1991,SUV,130000,2000,Diesel,1,3600
19796,Mazda,323,1992,Hatchback,1,1600,Petrol,1,1250
19797,Volkswagen,Golf,1996,Universal,22222,1800,Petrol,2,1999
19798,Peugeot,206,2010,Hatchback,140000,1100,Petrol,1,3400
19799,Volkswagen,Fox,2008,Hatchback,50000,1500,Diesel,1,1900
19802,Volkswagen,Passat,2016,Sedan,65000,1800,Petrol,2,15800
19803,Opel,Zafira,2001,Minivan,248000,1800,Petrol,1,2300
19804,Honda,Civic,2016,Hatchback,98000,1400,Petrol,1,12000
19805,Ford,Escort,2000,Hatchback,29375,1800,Diesel,1,1300
19806,Renault,Scenic,2012,Hatchback,221800,1500,Diesel,1,5750
19807,Mercedes,C Class,2000,Universal,205000,1600,Metan/Propan,1,3000
19809,Volkswagen,Golf,1996,Coupe,0,1600,Petrol,1,600
19810,Skoda,Octavia,2010,Sedan,180000,2000,Diesel,1,7500
19812,BMW,X3,2008,Crossover,272584,2000,Diesel,2,11700
19815,Toyota,Avensis,2001,Universal,222000,2000,Diesel,1,1800
19816,Renault,Megane,2009,Universal,211000,1500,Diesel,1,5500
19819,Opel,Vectra,1993,Sedan,200000,1700,Diesel,1,17000
19820,Toyota,Auris,2011,Hatchback,180000,1400,Diesel,1,7100
19821,Toyota,Camry,2016,Sedan,150000,2500,Hybrid,2,13000
19822,Volkswagen,Golf,2010,Universal,170000,1600,Diesel,2,7800
19823,Audi,80,1996,Sedan,111111,2000,Metan/Propan,1,1600
19824,Volkswagen,Passat,1995,Universal,250000,2000,Metan/Propan,1,2450
