Mark_0,Mark_1,Mark_2,Mark_3,Mark_4,Mark_5,Mark_6,Model_0,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6,Model_7,Model_8,Model_9,Year,Type_0,Type_1,Type_2,Type_3,Distance,Engine_capacity_cm3,Fuel_type_0,Fuel_type_1,Fuel_type_2,Transmission,Price(euro)
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2005,0,1,0,1,190000,2200,0,1,0,2,2899
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2005,0,0,0,1,185000,1400,1,0,0,1,2750
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,0,0,1,0,147000,1490,0,1,0,1,7500
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2017,0,1,0,1,176000,2000,0,1,0,2,19500
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1997,0,1,0,1,250000,1900,0,1,0,2,3200
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2015,0,1,0,1,240000,2000,1,0,0,2,16000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2000,0,0,1,0,5,2000,0,1,0,1,2500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2003,0,0,0,1,334583,1900,0,1,0,1,2000
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2013,0,0,0,1,60000,1598,0,1,1,2,8300
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2008,0,1,1,0,135556,2400,1,0,0,2,7000
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2002,0,1,1,1,29990,2200,0,1,0,1,2750
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2007,0,1,0,1,281813,1400,1,0,0,1,2250
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2013,0,0,1,0,123,1400,0,1,1,1,8200
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2010,0,1,1,0,198000,2200,0,1,0,2,12500
0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,2012,0,1,1,0,87000,2200,0,1,0,2,15700
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2009,0,1,0,1,108000,1400,1,0,0,1,2150
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2017,0,0,1,0,209657,1500,0,1,0,1,7300
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,2016,0,1,0,1,80000,2000,0,1,0,2,23999
0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1989,0,1,0,1,300000,1800,0,1,0,1,7000
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2017,0,1,0,0,54500,2494,0,0,1,2,21700
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2007,0,0,0,1,100837,1800,0,1,1,1,4700
0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,2015,0,1,1,1,152000,1500,0,1,0,1,11500
0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1996,0,1,0,1,250000,1600,0,1,1,1,1600
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1993,0,1,0,1,100,1600,0,1,1,1,1000
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,2012,0,1,1,1,112878,1200,0,1,1,1,6900
0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,2011,0,0,0,1,195000,1500,0,1,0,1,3990
0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,2014,0,1,0,1,123000,1400,0,1,1,1,4200
0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,2016,0,1,0,0,123000,2200,0,1,0,2,7000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2014,0,0,0,1,123000,1300,0,1,0,2,4950
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2006,0,1,0,1,1,2000,0,1,0,1,2000
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2003,0,1,1,0,111111,2200,0,1,0,1,5200
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1996,0,1,0,1,25000,2000,1,0,0,1,3600
0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2008,0,1,0,1,109000,1600,0,1,1,1,1000
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2016,0,1,0,0,40000,2400,0,1,0,2,12950
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2016,0,1,0,0,150000,2000,0,1,0,2,12500
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2010,0,1,1,1,240000,2200,0,1,0,1,5950
0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,2009,0,1,0,1,250000,1800,0,1,1,2,2900
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2004,0,0,1,0,300,1600,1,0,0,1,2200
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2006,0,0,1,0,230000,1400,0,1,0,1,5500
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2003,0,1,1,0,253000,1900,0,1,0,1,1200
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2013,0,0,1,0,249000,1500,0,1,0,1,7300
0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1995,0,1,0,1,100,1500,0,1,1,1,7000
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2010,0,1,1,1,206272,1390,0,1,1,1,6000
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014,0,1,0,1,110000,2000,0,1,1,2,12900
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,2007,0,1,1,1,300,1900,0,1,0,1,7300
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2011,0,0,0,1,202500,1400,0,1,0,1,3300
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1989,0,1,0,1,400000,2500,0,1,1,1,650
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2003,0,0,0,1,300000,1198,1,0,0,1,2000
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2014,0,0,1,0,198000,1500,0,1,0,1,7800
0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2009,0,1,0,1,219000,1500,0,1,0,1,5300
0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,2018,0,1,1,0,33000,1800,0,1,0,2,13650
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2001,0,1,0,1,360000,2000,0,1,0,1,4100
0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2006,0,1,0,1,259000,1600,0,1,0,1,3500
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2007,0,0,1,0,185546,1400,1,0,0,1,2150
0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,2005,0,0,0,1,190533,1600,1,0,0,1,1560
0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,2006,0,0,0,1,214567,1400,0,1,0,1,2450
0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1996,0,1,0,1,214567,1600,0,1,0,1,1100
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1997,0,0,1,1,269000,1998,1,0,0,2,1700
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,2007,0,0,0,1,185969,1600,0,1,1,1,3000
0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,2006,0,1,0,0,300000,2700,0,1,0,2,2000
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2007,0,1,0,1,230000,1461,0,1,0,1,3300
0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2004,0,1,0,1,288000,2000,0,1,0,1,2900
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1997,0,1,0,1,300000,1800,0,1,1,1,2800
0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,2009,0,1,0,1,115000,1600,0,1,1,1,4200
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2016,0,1,0,0,79500,1597,0,1,0,2,19900
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2003,0,1,0,1,235000,1800,0,1,1,1,3200
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2014,0,1,1,0,56000,1400,0,1,1,2,13500
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2018,0,0,1,0,120600,1968,0,1,0,1,11600
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2005,0,1,1,1,245000,1900,0,1,1,1,3000
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1998,0,1,0,1,395700,2494,0,1,1,1,3100
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2017,0,1,0,1,68000,1998,0,1,1,2,14800
0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,2017,0,1,1,0,76000,2000,0,1,1,2,19200
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2013,0,1,1,1,210000,2000,1,0,1,2,12500
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2011,0,1,0,1,150000,1200,0,1,1,1,6800
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1996,1,0,1,0,2000,1700,0,1,0,1,1300
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2010,0,1,0,1,33500,1600,0,1,1,1,7200
0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,2008,0,1,0,1,198000,1400,0,1,1,1,2900
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2017,0,0,1,0,100000,1968,0,1,0,2,10500
0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2008,0,1,1,1,220000,1996,0,1,0,2,3300
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,2003,0,1,0,0,350000,2000,0,1,0,1,5500
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2010,0,1,0,1,218430,1300,0,1,0,1,4100
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,2009,0,0,1,1,156000,1400,0,1,1,1,5800
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2005,0,1,0,0,0,1600,1,0,0,2,2200
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2008,0,1,0,0,0,2400,0,1,1,1,7200
0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,2005,0,0,1,0,0,2000,0,1,0,1,4000
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2007,0,1,0,0,0,2000,0,1,1,1,3999
0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2007,0,1,0,1,171300,2498,0,1,1,2,6500
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2008,0,1,0,0,0,2000,0,1,1,2,6666
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2005,0,0,0,1,173000,1400,0,1,1,1,3500
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2017,0,1,1,0,109000,1490,0,1,0,2,12800
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1992,0,1,0,1,81,1500,0,1,1,1,750
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2010,0,0,1,0,180000,1400,0,1,1,1,5500
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2007,0,1,1,0,260000,2000,0,1,0,1,7500
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2012,0,1,0,1,1,2000,0,1,1,1,3800
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2013,0,1,0,1,117900,1600,0,1,1,2,6850
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2006,0,1,0,1,185000,1600,0,1,1,1,5000
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2019,0,1,1,0,14200,1600,0,1,1,2,19999
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2003,0,0,1,0,20,2000,0,1,0,1,2200
0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,2011,0,1,1,0,154000,1590,0,1,1,1,8000
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2002,0,1,0,1,169000,1395,0,1,1,1,3000
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2005,0,1,1,0,125000,2000,0,1,0,1,7500
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2004,0,0,1,0,1,1300,0,1,1,1,800
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2015,0,0,1,0,3,1600,0,1,0,1,13500
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1999,0,0,1,0,392427,2500,0,1,0,1,3800
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2006,0,0,0,1,111111,1699,0,1,0,1,4600
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2011,0,0,1,0,195000,1400,0,1,1,1,5800
0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2017,0,1,1,1,29000,1500,0,1,0,1,9800
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1990,0,1,0,1,78000,1568,0,1,1,1,500
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2002,0,1,0,1,298000,1800,0,1,1,1,3450
0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1999,0,0,0,1,280000,2000,1,0,0,1,2000
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,2010,0,1,0,0,175000,2200,0,1,0,1,12700
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,2011,0,0,1,0,201000,1400,0,1,1,1,6500
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2006,0,0,1,1,347000,2200,0,1,0,1,4300
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,0,0,1,0,132000,1500,0,1,0,2,9500
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1996,0,0,1,0,400000,2500,1,0,0,1,1500
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2004,0,1,1,1,250000,2000,1,0,0,1,6800
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2007,0,1,0,0,200000,2200,0,1,0,1,3000
0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2005,0,1,0,1,263000,2000,0,1,0,1,1700
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2004,0,1,0,1,170300,1600,1,0,0,1,4200
0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2018,0,1,0,1,98000,1468,0,1,0,2,13999
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2003,0,0,0,1,211429,1400,0,1,0,1,2300
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2013,0,0,0,1,79000,1390,0,1,1,1,10600
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2011,0,0,0,1,213853,1400,0,1,0,1,5600
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2008,0,1,1,1,120000,2500,0,1,0,2,10300
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005,0,0,0,1,256000,1400,0,1,1,1,3900
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2011,0,1,1,1,161000,1400,0,1,1,1,9490
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2005,0,0,1,0,200268,2258,0,1,0,1,3199
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2010,0,1,1,0,195745,1500,0,1,0,1,7499
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2010,0,0,1,0,171200,1500,0,1,0,1,4950
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2013,0,0,0,1,170000,1400,0,1,1,2,10500
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,2007,0,1,0,0,233000,2700,1,0,0,2,14950
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2013,0,1,1,0,271000,2000,0,1,0,2,15000
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2002,0,1,0,1,269177,2000,0,1,1,1,2000
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2008,0,0,1,0,0,1400,0,1,0,2,1999
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2007,0,0,1,0,200000,1300,0,1,0,1,4000
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2005,0,0,1,0,0,1500,0,1,1,1,2100
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2008,0,1,0,1,0,2000,0,1,1,1,6300
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,2005,0,0,1,0,227000,1390,0,1,1,1,3750
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2011,0,0,0,1,0,1400,0,1,0,1,2999
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2004,0,1,0,1,0,2000,0,1,1,1,1999
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2006,0,0,0,1,0,1500,0,1,0,1,2200
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2008,0,0,1,0,256000,1800,1,0,0,2,8500
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1990,0,1,0,1,84225,1450,0,1,1,1,13000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2000,0,0,0,1,28,1699,0,1,0,1,2500
0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2005,0,0,0,1,11111,1500,0,1,0,1,2600
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2007,0,0,1,0,275000,2200,0,1,0,1,5000
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2010,0,0,0,1,197000,1100,0,1,1,1,2800
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013,0,0,1,0,164626,1364,0,1,1,1,6800
0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,2010,0,0,0,1,75000,1500,0,1,1,2,5850
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2011,0,0,0,1,175,1800,0,0,1,2,8200
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2011,0,0,1,0,235000,1500,0,1,0,2,6200
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2010,0,1,0,0,61000,2400,1,0,0,2,4700
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,2017,0,1,1,0,136000,2200,0,1,0,2,22000
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1993,0,1,0,1,111111,2000,1,0,0,1,1200
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2005,0,0,0,1,222000,1500,0,1,0,1,3200
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,2010,0,0,0,1,220000,2000,0,1,1,2,11500
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2005,0,0,1,0,197123,1500,0,1,0,1,3000
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2014,0,0,0,1,198000,1500,0,1,0,2,16300
0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2008,0,0,1,0,155000,1390,1,0,0,1,3855
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2011,0,1,0,0,181789,1500,0,1,0,1,7700
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1996,0,1,1,1,320,2000,1,0,0,1,1800
0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,2009,0,0,1,0,240000,1400,0,1,0,1,3999
0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,2005,0,0,1,0,11111,1600,0,1,1,1,5150
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2000,0,1,0,1,300,2200,0,1,0,2,2500
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2008,0,1,0,1,199600,2000,1,0,0,2,6900
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1999,0,1,0,1,250000,2200,0,1,1,1,3500
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2010,0,1,0,0,161000,1500,0,1,0,1,9800
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2017,0,0,0,1,257000,1400,1,0,0,2,11300
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2017,0,0,0,1,62000,1400,0,1,1,2,15000
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,2015,0,0,1,0,234581,1396,0,1,0,1,7500
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2010,0,1,0,1,202000,2000,0,1,0,2,7800
0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,2005,1,0,0,1,150000,2500,0,1,0,1,5050
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2016,0,1,0,1,98700,1200,0,1,1,1,11899
0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,2008,0,0,0,1,99800,1200,0,1,1,1,2500
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,2012,0,0,0,1,160,1798,0,0,1,2,9700
0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1998,0,0,0,1,199500,2000,1,0,0,2,2700
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2002,0,1,0,1,360000,2700,0,1,0,2,3000
0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,2012,0,0,1,0,180000,1200,0,1,0,2,5199
0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,2008,0,0,0,1,230,1500,1,0,0,1,3600
0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2007,0,1,0,1,160000,1500,0,1,1,1,1150
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2012,0,1,1,1,176000,1400,1,0,0,2,7450
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,2000,0,1,0,1,190000,1500,1,0,0,1,1299
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2006,0,0,1,0,175000,1600,0,1,1,1,4990
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2004,0,0,1,0,178000,1600,0,1,1,1,4390
0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1999,0,1,0,1,346166,1895,0,1,1,1,3500
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2003,0,1,0,0,272000,2700,0,1,0,2,3400
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2005,0,0,1,0,190533,1900,0,1,0,1,2800
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2011,0,0,0,1,186088,1600,1,0,0,1,3950
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2008,0,1,1,0,196186,1900,0,1,0,2,6700
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2011,0,1,1,0,196186,1400,0,1,0,2,5450
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2006,0,1,0,1,214567,1600,1,0,0,1,3850
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2011,0,0,1,0,194000,1400,0,1,1,1,6100
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,2003,0,0,1,1,230000,1989,0,1,0,1,2150
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2011,0,1,0,1,100000,2200,0,1,0,2,8000
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2006,0,1,0,1,200,1400,0,1,0,1,5800
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014,1,0,1,0,220000,1580,0,1,0,1,12700
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2009,0,0,1,0,174300,2000,0,1,1,2,8100
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2005,0,0,0,1,212567,1229,0,1,1,1,2550
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2002,0,0,1,0,777,1700,0,1,0,1,3000
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1999,1,0,0,0,231000,2000,0,1,1,1,1100
0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,2013,1,0,0,0,200,1560,0,1,0,1,11200
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2012,0,1,0,1,168000,2200,0,1,0,2,19900
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2012,0,0,1,0,125000,1500,0,1,0,2,7400
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2013,0,0,0,1,140000,1400,0,1,0,2,6000
0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,2013,1,0,0,0,140000,1400,0,1,0,2,6500
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012,0,0,1,0,1,1800,0,0,1,2,6500
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2016,0,0,1,0,288000,2000,0,1,0,2,21000
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2007,0,0,1,0,220000,2000,0,1,0,1,7500
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2005,0,1,0,1,290000,2496,0,1,0,2,6900
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1994,0,1,0,1,26000,2000,0,1,1,1,2300
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2007,0,1,1,0,230000,2200,0,1,0,1,9500
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2000,0,1,0,1,257000,1800,0,1,1,1,1100
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1995,0,0,0,1,260000,2000,0,1,1,1,750
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1996,0,0,0,1,219000,1800,0,1,1,1,500
0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,2010,0,0,1,0,370000,1997,0,1,0,2,7500
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2008,0,1,0,0,140000,2400,1,0,0,1,5900
0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1993,0,1,0,1,270000,1600,0,1,1,1,1700
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2015,0,1,0,1,70000,2000,0,1,1,2,14500
0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,2009,0,0,0,1,147000,1200,0,1,1,1,3750
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2007,0,1,0,1,250000,1400,0,1,0,1,6200
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2020,0,1,1,0,30000,1999,0,1,1,2,22000
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2004,0,0,1,0,221000,1900,0,1,0,1,2500
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2008,0,1,1,1,174700,1900,0,1,0,1,7000
