Mark_0,Mark_1,Mark_2,Mark_3,Mark_4,Mark_5,Mark_6,Model_0,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6,Model_7,Model_8,Model_9,Year,Type_0,Type_1,Type_2,Type_3,Distance,Engine_capacity_cm3,Fuel_type_0,Fuel_type_1,Fuel_type_2,Transmission,Price(euro)
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2011,0,1,1,1,206583,2200,0,1,0,1,11799
0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1992,0,1,0,1,311021,1800,1,0,0,1,1799
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2012,0,1,0,1,168493,2000,0,1,1,2,14999
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2013,0,1,1,1,280000,2200,0,1,0,1,15499
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2006,0,0,0,1,242659,1500,0,1,0,1,3599
0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,2015,0,0,1,0,193616,1600,0,1,0,2,17499
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2010,0,0,0,1,120074,1800,0,0,1,2,8599
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,2013,0,1,0,1,106561,2000,0,1,1,2,8399
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2011,0,0,1,0,196287,1400,0,1,1,2,7499
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2015,0,1,0,1,102000,2000,0,1,1,2,20999
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2011,0,0,0,1,190426,1400,0,1,1,1,7200
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2017,0,0,1,0,164748,999,0,1,1,1,8299
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,2012,0,1,0,1,174539,1400,0,0,1,2,9699
0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,2013,0,1,0,1,199912,2500,0,0,1,2,16900
0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2006,0,1,0,1,202438,2000,0,1,0,2,5499
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2014,0,1,0,1,63886,2000,0,1,1,2,12699
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,0,0,1,0,236465,1500,0,1,0,2,7699
0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,2008,0,1,0,1,207317,1900,0,1,0,2,7699
0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2015,0,0,1,0,163000,1500,0,1,0,1,9299
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2011,0,1,0,1,327628,2200,0,1,0,2,12999
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,2009,0,1,1,0,148337,2700,0,1,1,2,14999
0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,2013,0,1,1,0,250022,2200,0,1,0,2,17699
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011,0,0,0,1,241036,1800,0,0,1,2,7499
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2018,0,0,1,0,173314,1400,1,0,0,2,11199
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2012,0,1,1,1,245425,2200,0,1,0,1,13899
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2014,0,1,0,1,225346,2200,0,1,0,2,16999
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2005,0,0,0,1,153126,1229,0,1,1,2,3499
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2011,0,0,0,1,118082,1400,0,1,0,1,6999
0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,2016,0,1,0,1,190564,2500,0,0,1,2,14499
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2007,0,0,1,0,245274,2200,0,1,0,1,7599
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011,0,0,0,1,142000,1800,0,0,1,2,9199
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2013,0,0,0,1,79542,1200,0,1,1,2,9399
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2014,0,1,0,1,126508,2000,0,1,0,2,16999
0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,2010,0,1,1,0,209599,2200,0,1,0,2,15999
0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,2015,0,1,1,0,220107,2200,0,1,0,2,19499
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2011,0,0,1,0,180034,1200,0,1,0,1,5999
0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2013,0,1,1,1,181000,1600,0,1,0,1,5200
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2009,0,0,1,0,145000,1600,1,0,0,1,5400
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,2012,0,0,0,1,194000,1800,0,0,1,2,10500
0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2011,0,0,1,0,154349,1400,0,1,1,1,4599
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2016,0,1,1,0,173000,1500,0,1,0,2,14600
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2009,0,0,1,0,251382,1461,0,1,0,1,5499
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2011,0,1,1,0,98000,2000,0,1,1,2,15899
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2012,0,0,1,0,207900,1390,0,1,1,1,8199
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2013,0,0,1,0,180000,1500,0,1,0,1,7699
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2016,0,1,1,0,191000,1200,0,1,1,2,13200
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2011,0,0,0,1,95500,1300,0,1,1,1,6699
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2007,0,0,0,1,175000,1500,0,1,0,1,4500
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2016,0,0,1,0,151000,1500,0,1,0,1,8500
0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2016,0,0,1,0,140000,1500,0,1,0,2,13199
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2012,0,1,0,0,132000,1500,0,1,0,1,8199
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2013,0,1,0,1,116580,1197,0,1,1,1,7799
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2015,0,0,1,0,76000,1500,0,1,0,1,7600
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2011,0,0,1,0,199195,1500,0,1,0,1,6099
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2013,0,0,1,0,160000,1500,0,1,0,1,7299
0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,2016,0,1,0,1,75699,1200,0,1,1,1,7400
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2011,0,0,1,0,200000,2000,0,1,0,1,8500
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2014,0,1,0,1,143000,2000,0,1,0,2,12900
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2012,0,1,0,1,171000,1800,0,1,1,2,9700
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2016,0,0,0,1,62000,2000,0,0,1,2,11400
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,0,0,1,0,177000,1500,0,1,0,2,9200
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2011,0,0,0,1,172000,1200,0,1,0,1,5250
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2013,0,0,0,1,114000,1400,0,1,1,1,6500
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2012,0,0,1,0,157000,1500,0,1,0,2,7100
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2017,0,1,0,1,63000,1500,0,1,0,1,9950
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,0,1,0,1,174000,1461,0,1,0,1,6399
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2017,0,1,1,0,182638,1461,0,1,0,1,13599
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2011,0,0,1,0,239000,1500,0,1,0,2,7200
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2016,0,0,1,0,202284,1422,0,1,0,1,7199
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,0,0,1,0,185000,1500,0,1,0,1,9000
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2011,0,0,1,0,156000,1300,0,1,0,1,5399
0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,2011,0,0,1,0,176000,2000,0,1,0,1,9600
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2015,0,0,1,0,114000,1500,0,1,0,1,7600
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2004,0,0,1,0,239000,1500,0,1,0,1,4000
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2014,0,0,1,0,172000,1500,0,1,0,1,7100
0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2009,0,0,1,0,127000,2000,0,1,1,2,6999
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,0,0,1,0,212000,1500,0,1,0,1,8800
0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2017,1,0,1,0,124000,1500,0,1,0,1,7800
0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2015,0,0,1,0,127000,1500,0,1,0,1,8200
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2015,0,0,1,0,149000,1500,0,1,0,1,6700
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2000,0,0,0,1,224000,1400,0,1,1,1,3250
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,2011,0,1,1,1,267000,2000,0,1,0,1,8800
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,2009,0,0,1,1,136000,1400,0,1,1,1,6500
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2013,0,0,1,0,318500,1798,0,0,1,2,9399
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2015,0,0,1,0,173000,1500,0,1,0,1,9700
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2017,0,1,1,0,155000,1800,0,0,1,2,18300
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2011,0,1,0,1,188000,1300,0,0,1,2,7000
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012,0,1,0,1,165000,1800,0,0,1,2,9500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2009,0,0,1,0,236000,1400,1,0,0,2,6900
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2015,0,1,1,0,198000,1500,0,1,0,2,11250
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2012,0,0,1,0,197000,1500,0,1,0,1,8100
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2016,0,1,1,0,145000,1600,0,1,0,2,19300
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2010,0,1,0,1,180000,1400,0,1,0,1,7100
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2016,0,0,0,1,207000,1500,0,1,0,2,10000
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2013,1,0,1,0,189000,1600,0,1,0,1,7199
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2018,0,1,1,0,167000,1800,0,0,1,2,18650
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2013,0,0,1,0,173000,1500,0,1,0,1,7200
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2013,0,1,1,0,185000,1500,0,1,0,1,9499
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2016,0,1,0,1,69514,2000,0,1,0,2,22999
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2016,0,1,1,0,170000,1500,0,1,0,2,14499
0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,2014,0,0,1,0,145000,898,0,1,1,1,5999
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,2012,0,0,1,1,136000,2000,0,1,0,1,8600
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1998,0,1,0,1,380400,1900,0,1,0,1,1700
0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2003,1,0,0,0,220000,1800,0,1,1,1,5800
0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2009,1,0,0,0,143000,1593,0,1,1,1,4500
0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,2014,0,1,1,0,172000,1998,0,1,1,2,12900
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2018,0,1,0,0,148200,1500,0,1,0,1,14250
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2015,0,1,0,0,167300,1600,0,1,0,1,15750
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2016,0,1,0,0,156500,1700,0,1,0,1,15850
0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2004,0,0,0,1,280000,2000,0,1,1,2,3400
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2010,0,1,0,1,172000,1400,0,0,1,2,6700
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2009,0,1,0,1,190000,2200,0,1,0,1,8899
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2006,0,0,1,0,280000,2700,0,1,0,2,10500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2015,0,0,0,1,158000,1400,1,0,1,2,12999
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2009,0,0,0,1,285000,1400,0,1,0,2,6800
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2011,0,0,1,0,172000,1200,0,1,0,1,5200
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,2013,0,1,1,0,145910,2200,0,1,0,2,17999
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2018,0,1,0,1,65400,2000,0,0,1,2,13300
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2010,0,0,1,0,234182,1200,0,1,0,1,5999
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2012,0,1,0,1,121700,2000,0,1,0,2,18000
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2014,0,1,0,0,116172,2000,0,1,1,2,18999
0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,2015,0,0,0,1,43905,1400,0,1,1,2,14444
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2010,0,0,1,0,237842,1461,0,1,0,1,4890
0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,2006,0,1,1,1,888,2000,0,1,0,1,5999
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2014,0,1,0,1,150000,1998,0,0,1,2,7500
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2011,0,0,1,0,146000,1300,0,1,0,1,6300
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2007,0,0,0,1,193000,1400,0,1,0,1,4000
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2013,0,0,0,1,126000,1500,0,0,1,2,8700
0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1990,0,0,1,0,3000,1600,0,1,1,1,600
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2003,0,1,0,1,3000,2700,0,1,0,2,3000
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2013,0,0,1,0,134000,1800,0,1,1,2,8900
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2013,0,1,0,1,142300,2000,0,1,1,2,11900
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1997,0,1,0,1,400000,1400,1,0,0,1,2199
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2001,1,0,0,0,208000,2200,0,1,1,1,5300
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2016,0,1,0,1,145000,1400,0,1,0,1,9650
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2005,0,1,0,0,250000,2500,0,1,0,2,7500
0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1995,0,1,0,1,280000,2000,1,0,0,1,1200
0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,2014,0,1,1,1,155000,1500,0,1,0,1,6950
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1994,0,0,0,1,12230,1600,0,1,1,1,3800
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2021,0,1,1,0,0,1500,0,1,0,1,17900
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1999,0,0,1,0,193000,1600,0,1,1,1,2249
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2015,0,1,0,1,0,2200,0,1,0,2,11400
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2004,0,1,0,1,300000,1339,0,0,1,1,3600
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1995,0,1,0,1,296,1900,0,1,0,1,1200
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2005,0,1,1,1,297,1500,0,1,0,1,2550
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1993,0,1,0,1,373452,2000,1,0,0,1,2400
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2013,0,1,1,1,160000,1464,0,1,0,1,6000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013,0,0,1,0,177250,1400,0,1,1,2,7110
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2004,0,0,1,0,22,2000,0,1,1,1,2550
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2017,0,1,0,1,37000,1999,1,0,1,2,18999
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2018,0,1,0,1,45000,1999,1,0,1,2,19499
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2008,0,1,0,1,235000,2200,0,1,0,2,10500
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2011,0,0,0,1,183000,1400,0,1,1,1,6200
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2016,0,0,1,0,148500,1500,0,1,0,1,7890
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2011,0,0,0,1,78750,1000,0,1,1,2,6150
0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,2012,0,1,0,1,13500,2500,0,0,1,2,12500
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2012,0,1,1,0,182464,1500,0,1,0,1,9799
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1990,0,1,0,1,1,1800,0,1,1,1,1550
0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1992,0,1,0,0,11111,2300,0,1,0,1,2100
0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2008,0,0,0,1,301000,1600,0,1,1,1,4750
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2001,0,0,0,1,250000,1800,1,0,0,1,550
0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2014,0,0,1,1,151500,1200,0,1,1,1,6500
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2017,0,0,1,0,112000,1461,0,1,0,2,11000
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2014,0,0,1,0,146500,1200,0,1,1,1,6200
0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2011,0,1,1,0,161000,1192,0,1,1,2,7350
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2012,0,1,1,0,138000,2231,0,1,0,1,14000
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2015,0,0,1,0,125000,1493,0,1,0,1,6800
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2013,0,1,0,1,237000,1400,0,0,1,2,7999
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2002,0,1,0,1,401258,2500,0,1,0,2,6500
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2015,0,1,1,0,96000,2000,0,1,1,2,13999
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2010,0,0,1,0,220000,2000,0,1,1,1,8699
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2006,0,0,0,1,170,1500,0,1,0,1,3200
0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,2019,0,0,0,1,375000,1700,0,1,1,2,5500
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2012,0,0,0,1,129000,1600,0,1,1,1,5600
0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2013,0,1,0,1,200,1500,0,1,0,1,5700
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1992,0,1,0,1,427000,1600,0,1,1,1,950
0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1995,0,1,0,1,300000,2000,1,0,0,2,1200
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2006,0,1,1,1,170000,1600,0,1,1,1,5299
0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2018,0,1,1,0,31000,1499,0,1,1,2,15200
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2007,0,1,0,1,220000,2000,0,1,1,2,3750
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2011,0,0,1,0,16700,1500,0,1,0,1,5800
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2004,0,1,1,1,350000,2200,0,1,0,1,1500
0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1998,0,1,0,1,222,2000,0,1,1,2,2500
0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,2015,0,0,1,0,181000,2400,0,1,0,2,16500
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2007,0,1,1,0,239000,1998,0,1,1,2,5700
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2017,0,1,0,1,106000,2000,0,0,1,2,14000
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2012,0,0,1,0,171000,1200,0,1,1,1,6000
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1994,0,1,0,1,260000,1600,0,1,1,1,2500
0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1996,0,1,1,1,111,2000,1,0,0,1,1000
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2021,0,1,1,0,0,1500,0,1,0,1,17500
0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2008,0,1,1,1,230000,2000,0,1,0,1,7300
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2009,0,1,1,0,180000,1400,0,1,1,1,8000
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2005,0,0,0,1,230000,1500,0,1,0,1,3800
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2003,0,1,0,1,230000,2000,0,1,1,1,3900
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2017,0,1,0,0,118200,1500,0,1,0,2,12850
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2007,0,0,0,1,220,1600,0,1,1,1,1000
0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1993,0,1,0,1,100000,1100,0,1,1,1,5000
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2011,0,1,1,0,166600,1496,0,1,0,1,6200
0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1994,0,0,0,1,222222,1999,0,1,1,1,1200
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2013,0,1,1,0,107217,1995,0,1,0,2,18500
0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1995,0,0,1,0,2500,1600,0,1,1,1,650
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2011,1,0,0,1,171000,1700,0,1,0,1,3900
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2004,0,0,0,1,111,1200,0,1,1,1,3050
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2014,0,1,1,0,2,2000,1,0,1,2,14000
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2005,0,0,0,1,280000,1500,0,1,0,1,3100
0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,2005,0,0,0,1,235000,1600,1,0,0,1,3500
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2013,0,1,1,1,217300,1400,1,0,0,2,8300
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2010,0,1,1,1,238000,1500,0,1,0,1,5699
0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,2007,0,1,1,0,210000,2500,0,1,0,1,7500
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2013,0,0,1,0,69246,1200,0,1,1,1,5900
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1991,0,0,1,0,231251,2000,1,0,0,1,1700
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2011,0,0,1,1,168000,1400,0,1,0,1,6650
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1994,0,1,0,1,0,1800,1,0,0,1,2000
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2002,0,0,0,1,1,1600,0,1,1,1,2250
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2018,0,1,0,0,94500,1800,0,0,1,2,14800
0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,2010,0,0,0,1,87500,1332,0,0,1,2,5950
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2015,0,1,0,1,95000,1200,0,1,1,1,5300
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2001,0,0,1,0,11111,2200,0,1,0,1,4500
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2016,0,1,0,1,120000,1600,0,1,0,2,17500
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2014,0,1,0,0,166000,2000,0,1,0,2,16400
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2004,0,0,0,1,1,1500,0,1,0,1,2099
0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,2012,0,0,0,1,137000,1400,1,0,1,2,8300
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,0,0,0,1,205000,1800,0,1,1,2,7899
