Year,Type_1,Type_3,Distance,Engine_capacity_cm3,Transmission,Price(euro)
0.78125,0.0,0.0,0.3795454545454546,0.3807106598984772,1.0,8600
0.625,0.0,0.0,2.2727272727272728e-06,0.4314720812182741,0.0,3600
0.53125,1.0,1.0,0.3863636363636363,0.634517766497462,1.0,2000
0.75,1.0,0.0,0.4056818181818182,0.7360406091370558,0.0,15700
0.71875,1.0,1.0,0.6022727272727273,0.5329949238578681,1.0,8999
0.40625,1.0,1.0,0.7527272727272727,0.7360406091370558,1.0,6399
0.875,1.0,1.0,0.2727272727272727,0.6340101522842639,1.0,23900
0.6875,1.0,1.0,0.0002795454545454,0.634517766497462,1.0,16600
0.75,1.0,1.0,0.25,0.3299492385786802,1.0,8000
0.65625,0.0,1.0,0.4318181818181818,0.634517766497462,1.0,12000
0.78125,0.0,1.0,0.329425,0.3786802030456853,1.0,7499
0.71875,0.0,0.0,0.4090909090909091,0.3807106598984772,0.0,7499
0.84375,1.0,1.0,0.3434772727272727,0.3807106598984772,0.0,12499
0.5,0.0,1.0,0.0,0.3299492385786802,0.0,3550
0.53125,0.0,0.0,0.3863636363636363,0.634517766497462,0.0,2900
0.6875,1.0,0.0,0.3522727272727273,0.4314720812182741,1.0,9300
0.6875,0.0,1.0,0.2636363636363636,0.3299492385786802,1.0,7300
0.5625,1.0,1.0,0.4204545454545454,0.3807106598984772,0.0,3400
0.8125,1.0,0.0,0.2818181818181818,0.4314720812182741,1.0,13000
0.8125,0.0,0.0,0.5045454545454545,0.634517766497462,1.0,17500
0.84375,1.0,0.0,0.3033954545454545,0.8852791878172589,1.0,21500
0.6875,1.0,1.0,2.2727272727272728e-06,0.634517766497462,1.0,17500
0.84375,1.0,1.0,0.3409090909090909,0.4294416243654823,0.0,3200
0.6875,0.0,0.0,0.4318181818181818,0.2284263959390863,0.0,5100
0.71875,1.0,0.0,0.2818181818181818,0.4314720812182741,1.0,9999
0.25,1.0,1.0,0.6818181818181819,0.5329949238578681,1.0,2700
0.71875,0.0,0.0,0.4545454545454545,0.2791878172588832,0.0,6000
0.53125,0.0,0.0,0.5454545454545454,0.4314720812182741,0.0,2700
0.8125,1.0,1.0,0.1704545454545454,0.634517766497462,1.0,19000
0.6875,0.0,1.0,0.2954545454545454,0.3299492385786802,0.0,4700
0.625,0.0,0.0,0.0003818181818181,0.3299492385786802,1.0,7390
0.78125,0.0,0.0,0.4772727272727273,0.3807106598984772,0.0,7199
0.71875,1.0,0.0,0.4090909090909091,0.7360406091370558,1.0,16750
0.71875,1.0,1.0,0.4454545454545454,0.4314720812182741,0.0,9950
0.53125,0.0,0.0,0.000340909090909,0.4314720812182741,0.0,1500
0.8125,1.0,0.0,0.3613636363636364,0.63248730964467,1.0,20500
0.4375,0.0,1.0,0.0004318181818181,0.6319796954314721,1.0,2000
0.75,0.0,1.0,0.3909090909090909,0.3609137055837563,0.0,6299
0.84375,0.0,1.0,0.1454545454545454,0.531979695431472,1.0,16000
0.6875,0.0,1.0,0.3954545454545454,0.3609137055837563,0.0,4550
0.65625,0.0,1.0,0.425,0.3299492385786802,0.0,6500
0.5625,0.0,1.0,0.5340909090909091,0.3807106598984772,0.0,5400
0.71875,0.0,0.0,2.2727272727272728e-06,0.3807106598984772,0.0,6200
0.78125,1.0,1.0,0.4090909090909091,0.4314720812182741,0.0,5800
0.6875,0.0,1.0,0.2840909090909091,0.2791878172588832,0.0,3750
0.75,1.0,0.0,0.4363636363636363,0.7360406091370558,1.0,17500
0.1875,1.0,1.0,0.6818181818181819,0.634517766497462,0.0,2500
0.5625,0.0,1.0,0.5454545454545454,0.3299492385786802,0.0,3750
0.8125,1.0,0.0,0.3659090909090909,0.634517766497462,1.0,18000
0.78125,1.0,1.0,0.5227272727272727,0.7360406091370558,1.0,13000
0.8125,0.0,1.0,0.3454545454545454,0.4314720812182741,0.0,10300
0.53125,1.0,1.0,0.7090909090909091,0.8883248730964467,1.0,7800
0.40625,1.0,1.0,0.5704545454545454,0.8878172588832488,0.0,4650
0.625,0.0,0.0,0.4090909090909091,0.3299492385786802,0.0,5300
0.5625,0.0,0.0,0.5136363636363637,0.3299492385786802,0.0,5500
0.46875,0.0,1.0,0.4545454545454545,0.5329949238578681,1.0,6500
0.75,0.0,1.0,0.3022727272727273,0.531979695431472,1.0,10000
0.75,1.0,1.0,0.2977272727272727,0.3299492385786802,1.0,8500
0.53125,0.0,0.0,0.8363636363636364,0.2791878172588832,0.0,3650
0.34375,1.0,1.0,0.0005863636363636,0.482233502538071,1.0,2900
0.6875,0.0,0.0,0.3636363636363636,0.2284263959390863,0.0,4999
0.65625,0.0,0.0,2.2727272727272728e-06,0.3299492385786802,0.0,5350
0.53125,0.0,1.0,0.4431818181818182,0.3299492385786802,0.0,5400
0.8125,1.0,1.0,0.2818181818181818,0.634517766497462,1.0,11499
0.4375,0.0,1.0,0.75,0.3299492385786802,1.0,4100
0.5,1.0,1.0,0.0489727272727272,0.3299492385786802,0.0,2200
0.46875,0.0,1.0,0.4545454545454545,0.3294416243654822,0.0,4200
0.78125,1.0,0.0,0.2977272727272727,0.7360406091370558,1.0,19900
0.40625,0.0,1.0,0.0002272727272727,0.4314720812182741,0.0,1000
0.28125,1.0,1.0,0.6090909090909091,0.5329949238578681,0.0,2650
0.78125,1.0,0.0,0.2913636363636364,0.7360406091370558,1.0,17999
0.28125,0.0,1.0,0.2227272727272727,0.1269035532994924,0.0,900
0.8125,1.0,1.0,0.1663159090909091,0.8883248730964467,1.0,14000
0.78125,1.0,0.0,0.3415909090909091,0.634517766497462,1.0,13200
0.8125,1.0,0.0,0.3159090909090909,0.3609137055837563,1.0,12800
0.53125,0.0,1.0,0.8181818181818182,0.2791878172588832,0.0,2999
0.65625,1.0,1.0,0.4613636363636363,0.634517766497462,0.0,8250
0.59375,1.0,1.0,0.0006136363636363,0.634517766497462,0.0,6700
0.21875,1.0,1.0,0.7386363636363636,0.6329949238578679,0.0,2200
0.78125,1.0,1.0,0.4597727272727273,0.4304568527918782,1.0,13199
0.71875,0.0,0.0,0.3686363636363636,0.3609137055837563,0.0,5899
0.90625,0.0,0.0,0.3331818181818182,0.4314720812182741,1.0,12700
0.65625,0.0,1.0,0.2204545454545454,0.4304568527918782,1.0,7700
0.78125,0.0,0.0,0.4340909090909091,0.5329949238578681,1.0,9700
0.90625,1.0,1.0,0.1363636363636363,0.8883248730964467,1.0,20000
0.75,0.0,0.0,0.4318181818181818,0.3807106598984772,0.0,8500
0.8125,1.0,0.0,0.4181818181818182,0.3807106598984772,1.0,10999
0.53125,1.0,0.0,0.6681818181818182,0.8375634517766498,1.0,8500
0.65625,0.0,1.0,0.3727272727272727,0.3299492385786802,1.0,7650
0.6875,0.0,1.0,0.2791840909090909,0.5329949238578681,1.0,11600
0.59375,0.0,1.0,0.3909090909090909,0.3294416243654822,0.0,4999
0.625,0.0,0.0,0.5340909090909091,0.3299492385786802,1.0,6200
0.71875,0.0,0.0,0.5818181818181818,0.2791878172588832,0.0,4490
0.78125,0.0,1.0,0.4409090909090909,0.6299492385786801,1.0,10000
0.71875,1.0,0.0,0.1522727272727272,0.3807106598984772,0.0,7200
0.6875,0.0,1.0,0.0003636363636363,0.4314720812182741,1.0,5300
0.84375,1.0,1.0,0.4090909090909091,0.634517766497462,1.0,17450
0.875,1.0,1.0,0.3068181818181818,0.3614213197969543,1.0,15850
0.8125,0.0,1.0,0.1909090909090909,0.4314720812182741,1.0,10900
0.40625,1.0,1.0,0.6363636363636364,0.634517766497462,0.0,3150
0.375,1.0,0.0,0.5227272727272727,0.583756345177665,0.0,3500
0.6875,0.0,0.0,0.454825,0.634517766497462,0.0,8200
0.34375,0.0,1.0,0.6,0.3299492385786802,0.0,2500
0.59375,0.0,0.0,0.2100545454545454,0.4314720812182741,0.0,3399
0.75,0.0,1.0,0.2772727272727273,0.3223350253807107,0.0,4800
0.5625,0.0,1.0,0.7617386363636364,0.6274111675126904,1.0,6750
0.875,1.0,1.0,0.3977272727272727,0.3614213197969543,1.0,16000
0.65625,1.0,1.0,0.5,0.7360406091370558,0.0,7500
0.6875,1.0,1.0,0.5227272727272727,0.2284263959390863,0.0,2800
0.6875,1.0,1.0,0.4363636363636363,0.3299492385786802,0.0,6800
0.5625,0.0,1.0,0.1636363636363636,0.1269035532994924,1.0,4400
0.71875,0.0,1.0,0.5454545454545454,0.3807106598984772,0.0,6800
0.53125,1.0,0.0,0.4659090909090909,0.9898477157360408,1.0,14800
0.875,1.0,1.0,0.4,0.634517766497462,1.0,19450
0.53125,0.0,1.0,0.37335,0.2791878172588832,0.0,2999
0.59375,1.0,0.0,0.4068181818181818,0.3299492385786802,0.0,7200
1.0,1.0,0.0,0.0,0.4258883248730964,1.0,14500
0.40625,0.0,1.0,0.5227272727272727,0.3299492385786802,0.0,950
0.375,1.0,1.0,0.6318181818181818,0.634517766497462,0.0,2650
0.46875,0.0,0.0,0.4545454545454545,0.4314720812182741,0.0,3000
0.6875,1.0,0.0,0.4594909090909091,0.3807106598984772,0.0,6900
0.625,1.0,1.0,0.6022727272727273,0.5329949238578681,0.0,5950
0.6875,0.0,0.0,0.5545454545454546,0.4314720812182741,0.0,9600
0.84375,1.0,1.0,0.4272727272727273,0.3411167512690355,0.0,7750
0.6875,0.0,1.0,0.4704545454545454,0.3807106598984772,0.0,7800
0.90625,1.0,1.0,0.0757704545454545,0.634517766497462,1.0,20800
0.875,0.0,0.0,0.3636363636363636,0.3807106598984772,0.0,7200
0.59375,1.0,1.0,0.5227272727272727,0.5329949238578681,1.0,7700
0.34375,1.0,1.0,0.6886363636363636,0.634517766497462,1.0,3800
0.71875,0.0,1.0,0.2543090909090909,0.2284263959390863,0.0,3499
0.71875,0.0,0.0,0.375,0.5329949238578681,1.0,9200
0.8125,0.0,0.0,0.3846931818181818,0.5329949238578681,1.0,12650
0.5625,0.0,1.0,0.3916272727272727,0.3299492385786802,0.0,2800
0.84375,0.0,1.0,0.4193181818181818,0.3807106598984772,0.0,15499
0.875,1.0,1.0,0.2886363636363636,0.634517766497462,1.0,21990
0.5625,1.0,1.0,0.4386363636363636,0.6284263959390862,1.0,7600
0.21875,1.0,1.0,0.5818181818181818,0.5329949238578681,0.0,2300
0.75,0.0,0.0,0.3681818181818181,0.8375634517766498,1.0,15000
0.9375,0.0,1.0,0.059090909090909,0.3299492385786802,0.0,12990
0.5625,0.0,0.0,0.5,0.4314720812182741,0.0,6500
0.71875,1.0,0.0,0.4522727272727272,0.634517766497462,0.0,11800
0.78125,1.0,1.0,0.4909090909090909,0.4314720812182741,1.0,10700
0.84375,0.0,1.0,0.4193181818181818,0.3807106598984772,1.0,15499
0.9375,0.0,1.0,0.059090909090909,0.3299492385786802,1.0,12990
0.75,1.0,1.0,0.4272727272727273,0.3299492385786802,1.0,8800
0.71875,0.0,0.0,0.4834090909090909,0.2284263959390863,0.0,5450
0.5,0.0,0.0,0.6136363636363636,0.5329949238578681,0.0,3500
0.75,1.0,1.0,0.1363636363636363,0.634517766497462,1.0,12700
0.6875,1.0,0.0,0.2045454545454545,0.7360406091370558,1.0,13300
0.78125,1.0,1.0,0.325,0.634517766497462,0.0,11700
0.59375,1.0,1.0,0.5227272727272727,0.5329949238578681,1.0,7800
0.5625,1.0,1.0,0.442675,0.634517766497462,1.0,5000
0.59375,0.0,0.0,0.4545454545454545,0.583756345177665,0.0,5000
0.84375,0.0,1.0,0.3272727272727272,0.5329949238578681,1.0,12300
0.1875,0.0,1.0,0.0113636363636363,0.8375634517766498,0.0,1700
0.40625,1.0,1.0,0.5818181818181818,0.9898477157360408,1.0,5500
0.53125,0.0,1.0,0.5681818181818182,0.2791878172588832,0.0,4500
0.8125,1.0,1.0,0.3931818181818182,0.3299492385786802,1.0,8600
0.53125,1.0,0.0,0.5,0.9898477157360408,1.0,13500
0.90625,0.0,1.0,0.2159090909090909,0.0761421319796954,0.0,10500
0.6875,1.0,0.0,0.3840909090909091,0.7360406091370558,1.0,13990
0.71875,1.0,1.0,0.4545454545454545,0.634517766497462,1.0,11500
0.78125,1.0,1.0,0.1363636363636363,0.634517766497462,1.0,9900
